State,District,Market,Commodity,Variety,Grade,Arrival_Date,Min_x0020_Price,Max_x0020_Price,Modal_x0020_Price
Haryana,Hissar,Hansi,Lemon,Other,FAQ,24/09/2025,3000,5000,4000
Haryana,Hissar,Hansi,Pomegranate,Other,Medium,24/09/2025,8000,14000,10000
Haryana,Hissar,Hansi,Raddish,Other,FAQ,24/09/2025,2000,3000,2500
Haryana,Hissar,Hansi,"Water Melon",Other,Medium,24/09/2025,2000,3000,2500
Haryana,Jhajar,Bahadurgarh,Brinjal,Other,FAQ,24/09/2025,1800,3000,2500
Haryana,Jhajar,Bahadurgarh,Guava,Other,Medium,24/09/2025,2200,3000,2500
Haryana,Jhajar,Bahadurgarh,"Peas cod",Other,FAQ,24/09/2025,1800,3000,2500
Haryana,Jhajar,Bahadurgarh,Tinda,Other,FAQ,24/09/2025,3000,5000,4000
Haryana,Jind,Narwana,Banana,Other,Medium,24/09/2025,1600,1600,1600
Haryana,Jind,Narwana,Tomato,Other,FAQ,24/09/2025,2500,2500,2500
Haryana,Kurukshetra,Ladwa,Brinjal,Round/Long,FAQ,24/09/2025,1000,2000,1500
Haryana,Kurukshetra,Ladwa,"Green Chilli","Green Chilly",FAQ,24/09/2025,3000,4000,3200
Haryana,Kurukshetra,Ladwa,Onion,Onion,Non-FAQ,24/09/2025,1500,1500,1500
Haryana,Kurukshetra,Ladwa,Potato,Potato,Non-FAQ,24/09/2025,1100,1200,1100
Haryana,Kurukshetra,Ladwa,Ridgeguard(Tori),Ridgeguard(Tori),FAQ,24/09/2025,1500,1500,1500
Haryana,Mahendragarh-Narnaul,Narnaul,Apple,Apple,Medium,24/09/2025,5000,9000,8000
Haryana,Mahendragarh-Narnaul,Narnaul,Lemon,Lemon,FAQ,24/09/2025,3000,5000,4000
Haryana,Mahendragarh-Narnaul,Narnaul,Raddish,Raddish,FAQ,24/09/2025,1000,2000,2000
Haryana,Mahendragarh-Narnaul,Narnaul,Tomato,Tomato,FAQ,24/09/2025,2500,3000,3000
Haryana,Panipat,Panipat,Paddy(Dhan)(Basmati),1121,FAQ,24/09/2025,3000,3100,3050
Haryana,Rewari,Kosli,Cabbage,Other,FAQ,24/09/2025,1500,1500,1500
Haryana,Rewari,Kosli,Potato,Other,FAQ,24/09/2025,1200,1200,1200
Haryana,Rohtak,Meham,Brinjal,Other,FAQ,24/09/2025,2500,2500,2500
Haryana,Rohtak,Meham,Cucumbar(Kheera),Cucumbar,FAQ,24/09/2025,1500,2000,1800
Haryana,Rohtak,Meham,"Mousambi(Sweet Lime)",Mousambi,Medium,24/09/2025,3000,4000,3500
Haryana,Sonipat,Ganaur,Brinjal,Brinjal,FAQ,24/09/2025,2800,3000,2800
Haryana,Sonipat,Ganaur,Cabbage,Cabbage,FAQ,24/09/2025,2400,2500,2400
Haryana,Sonipat,Ganaur,Cauliflower,Other,FAQ,24/09/2025,4000,5000,4800
Haryana,Sonipat,Ganaur,"Green Chilli","Green Chilly",FAQ,24/09/2025,4000,5000,4500
Haryana,Sonipat,Ganaur,Ridgeguard(Tori),Ridgeguard(Tori),FAQ,24/09/2025,2400,2500,2400
Haryana,Sonipat,Ganaur,"Sweet Potato","Sweet Potato",FAQ,24/09/2025,3000,3500,3200
Haryana,Sonipat,Gohana,Brinjal,Other,FAQ,24/09/2025,2000,4000,3000
Haryana,Sonipat,Gohana,Onion,Other,Non-FAQ,24/09/2025,1200,2500,1600
Haryana,Sonipat,Gohana,"Peas cod",Other,FAQ,24/09/2025,8000,12000,10000
Haryana,"Yamuna Nagar",Chhachrauli,Potato,Potato,FAQ,24/09/2025,1600,1800,1600
Haryana,"Yamuna Nagar",Chhachrauli,Ridgeguard(Tori),Ridgeguard(Tori),FAQ,24/09/2025,1300,1600,1300
Haryana,"Yamuna Nagar",Sadhaura,Pomegranate,Other,Large,24/09/2025,3000,8000,4000
Haryana,"Yamuna Nagar",Sadhaura,Pumpkin,Other,FAQ,24/09/2025,1100,1400,1200
"Himachal Pradesh",Chamba,Chamba,Banana,Other,Medium,24/09/2025,4500,5000,4750
"Himachal Pradesh",Chamba,Chamba,"Bhindi(Ladies Finger)",Bhindi,FAQ,24/09/2025,3000,3500,3250
"Himachal Pradesh",Chamba,Chamba,Brinjal,Other,FAQ,24/09/2025,3000,3500,3250
"Himachal Pradesh",Chamba,Chamba,Colacasia,Other,FAQ,24/09/2025,4000,4500,4250
"Himachal Pradesh",Chamba,Chamba,Ginger(Green),Other,FAQ,24/09/2025,9000,10000,9500
"Himachal Pradesh",Chamba,Chamba,Papaya,Other,Medium,24/09/2025,5000,5500,5250
"Himachal Pradesh",Chamba,Chamba,"Sponge gourd",Other,FAQ,24/09/2025,3000,3500,3250
"Himachal Pradesh",Hamirpur,Hamirpur,Apple,Delicious,Small,24/09/2025,5000,8000,6500
"Himachal Pradesh",Hamirpur,Hamirpur,"Bhindi(Ladies Finger)",Other,FAQ,24/09/2025,3500,4000,3700
"Himachal Pradesh",Hamirpur,Hamirpur,"French Beans (Frasbean)",Other,FAQ,24/09/2025,9000,10000,9500
"Himachal Pradesh",Hamirpur,Hamirpur,"Persimon(Japani Fal)","Persimon(Japani Fal)",Medium,24/09/2025,5000,7000,6000
"Himachal Pradesh",Hamirpur,Hamirpur,Pomegranate,Other,Medium,24/09/2025,6000,16000,11000
"Himachal Pradesh",Kangra,Dharamshala,"Bhindi(Ladies Finger)",Bhindi,FAQ,24/09/2025,3500,4500,4000
"Himachal Pradesh",Kangra,Dharamshala,"Bitter gourd",Other,FAQ,24/09/2025,3500,4000,3750
"Himachal Pradesh",Kangra,Dharamshala,"Bottle gourd","Bottle Gourd",FAQ,24/09/2025,4000,5000,4500
"Himachal Pradesh",Kangra,Dharamshala,"Green Chilli",Other,FAQ,24/09/2025,6000,7000,6500
"Himachal Pradesh",Kangra,Kangra,Apple,Other,Medium,24/09/2025,2500,7000,5500
"Himachal Pradesh",Kangra,Kangra,Cauliflower,Other,FAQ,24/09/2025,4500,5000,4700
"Himachal Pradesh",Kangra,Kangra,Colacasia,Colacasia,FAQ,24/09/2025,3000,3200,3100
"Himachal Pradesh",Kangra,Kangra,Pineapple,Other,Medium,24/09/2025,3500,4000,3700
"Himachal Pradesh",Kangra,Kangra,Potato,Other,FAQ,24/09/2025,1200,2200,1800
"Himachal Pradesh",Kangra,Kangra,Pumpkin,Other,FAQ,24/09/2025,2200,2800,2500
"Himachal Pradesh",Kangra,Kangra,"Sponge gourd",Other,FAQ,24/09/2025,2500,3000,2700
"Himachal Pradesh",Kangra,Kangra(Baijnath),"Bhindi(Ladies Finger)",Bhindi,FAQ,24/09/2025,3000,3200,3100
"Himachal Pradesh",Kangra,Kangra(Baijnath),"French Beans (Frasbean)","French Beans (Frasbean)",FAQ,24/09/2025,9000,9000,9000
"Himachal Pradesh",Kangra,Kangra(Baijnath),Ginger(Green),"Green Ginger",FAQ,24/09/2025,6500,7000,6800
"Himachal Pradesh",Kangra,Kangra(Baijnath),Lemon,Lemon,FAQ,24/09/2025,5500,6000,5900
"Himachal Pradesh",Kangra,Kangra(Jaisinghpur),"Bitter gourd","Bitter Gourd",FAQ,24/09/2025,4200,4800,4500
"Himachal Pradesh",Kangra,Kangra(Jaisinghpur),Cauliflower,Cauliflower,FAQ,24/09/2025,4500,5000,4700
"Himachal Pradesh",Kangra,"Kangra(Nagrota Bagwan)","Bottle gourd","Bottle Gourd",FAQ,24/09/2025,2500,4500,3500
"Himachal Pradesh",Kangra,"Kangra(Nagrota Bagwan)",Carrot,Carrot,FAQ,24/09/2025,2500,2800,2600
"Himachal Pradesh",Kangra,"Kangra(Nagrota Bagwan)","Green Chilli","Green Chilly",FAQ,24/09/2025,5000,6000,5500
"Himachal Pradesh",Kangra,"Kangra(Nagrota Bagwan)",Guava,Guava,Medium,24/09/2025,6000,6500,6500
"Himachal Pradesh",Kangra,"Kangra(Nagrota Bagwan)",Pear(Marasebu),Other,Medium,24/09/2025,5000,7000,6500
"Himachal Pradesh",Kangra,"Kangra(Nagrota Bagwan)",Pumpkin,Other,FAQ,24/09/2025,2000,2500,2300
"Himachal Pradesh",Kangra,Palampur,"Bitter gourd",Other,FAQ,24/09/2025,4000,4500,4200
"Himachal Pradesh",Kangra,Palampur,Capsicum,Capsicum,FAQ,24/09/2025,9000,10000,9500
"Himachal Pradesh",Kangra,Palampur,"Green Chilli","Green Chilly",FAQ,24/09/2025,6000,7000,6500
"Himachal Pradesh",Kangra,Palampur,"Mousambi(Sweet Lime)",Other,Medium,24/09/2025,5000,5500,5200
"Himachal Pradesh",Mandi,Mandi(Mandi),Apple,Apple,Small,24/09/2025,1000,3000,2000
"Himachal Pradesh",Mandi,Mandi(Mandi),"Bitter gourd","Bitter Gourd",FAQ,24/09/2025,6000,6000,6000
"Himachal Pradesh",Mandi,Mandi(Mandi),Cauliflower,Cauliflower,FAQ,24/09/2025,3000,4000,3500
"Himachal Pradesh",Mandi,Mandi(Mandi),Cucumbar(Kheera),Cucumbar,FAQ,24/09/2025,1000,3000,2000
"Himachal Pradesh",Mandi,Mandi(Mandi),Guava,Guava,Medium,24/09/2025,1500,7000,4000
"Himachal Pradesh",Mandi,Mandi(Mandi),Lemon,Lemon,FAQ,24/09/2025,4000,7000,6000
"Himachal Pradesh",Mandi,Mandi(Mandi),Onion,Onion,FAQ,24/09/2025,1500,1800,1700
"Himachal Pradesh",Sirmore,"Paonta Sahib",Banana,Other,Large,24/09/2025,4500,5000,4800
"Himachal Pradesh",Sirmore,"Paonta Sahib","Bhindi(Ladies Finger)",Other,FAQ,24/09/2025,2500,3000,2800
"Himachal Pradesh",Sirmore,"Paonta Sahib","Bitter gourd",Other,FAQ,24/09/2025,3000,3500,3200
"Himachal Pradesh",Sirmore,"Paonta Sahib","Bottle gourd",Other,FAQ,24/09/2025,2000,2500,2200
"Himachal Pradesh",Sirmore,"Paonta Sahib",Cauliflower,Other,FAQ,24/09/2025,4000,5000,4500
"Himachal Pradesh",Sirmore,"Paonta Sahib",Ginger(Green),Other,FAQ,24/09/2025,5000,6000,5500
"Himachal Pradesh",Sirmore,"Paonta Sahib",Lemon,Other,FAQ,24/09/2025,4000,5000,4500
"Himachal Pradesh",Sirmore,"Paonta Sahib",Papaya,Other,Large,24/09/2025,3500,4000,3800
"Himachal Pradesh",Sirmore,"Paonta Sahib",Tomato,Other,FAQ,24/09/2025,2500,3500,3000
"Himachal Pradesh",Solan,Solan,Coriander(Leaves),Other,FAQ,24/09/2025,7000,8000,7500
"Himachal Pradesh",Solan,Solan,Guava,Other,Medium,24/09/2025,1500,6000,4000
"Himachal Pradesh",Solan,Solan,"Mousambi(Sweet Lime)",Other,Medium,24/09/2025,4800,5300,5000
"Himachal Pradesh",Solan,Solan,Pomegranate,Other,Medium,24/09/2025,5500,12000,10000
"Himachal Pradesh",Solan,Solan(Nalagarh),Banana,Other,Medium,24/09/2025,2900,3200,3000
"Himachal Pradesh",Solan,Solan(Nalagarh),"Bhindi(Ladies Finger)",Other,FAQ,24/09/2025,2000,2500,2200
"Himachal Pradesh",Solan,Solan(Nalagarh),Cabbage,Other,FAQ,24/09/2025,1500,2000,1800
"Himachal Pradesh",Solan,Solan(Nalagarh),Garlic,Other,FAQ,24/09/2025,5000,7000,6000
"Himachal Pradesh",Solan,Solan(Nalagarh),Tomato,Other,FAQ,24/09/2025,1500,2000,1800
"Jammu and Kashmir",Jammu,Batote,Banana,Other,Large,24/09/2025,4500,4700,4600
"Jammu and Kashmir",Kathua,Kathua,"Bottle gourd",Other,FAQ,24/09/2025,2000,2500,2250
"Jammu and Kashmir",Kathua,Kathua,Cabbage,Other,FAQ,24/09/2025,3000,3500,3250
"Jammu and Kashmir",Kathua,Kathua,Coriander(Leaves),Coriander,FAQ,24/09/2025,18000,20000,19000
"Jammu and Kashmir",Kathua,Kathua,Cucumbar(Kheera),Other,FAQ,24/09/2025,2000,2500,2250
"Jammu and Kashmir",Kathua,Kathua,Ginger(Green),Other,FAQ,24/09/2025,7000,8000,7500
"Jammu and Kashmir",Kathua,Kathua,Lemon,Other,FAQ,24/09/2025,4000,5000,4500
"Jammu and Kashmir",Kathua,Kathua,Mashrooms,Mashrooms,FAQ,24/09/2025,10000,12000,11000
"Jammu and Kashmir",Kathua,Kathua,Raddish,Other,FAQ,24/09/2025,3000,3500,3250
"Jammu and Kashmir",Kathua,Kathua,Spinach,Spinach,FAQ,24/09/2025,5000,6000,5500
"Jammu and Kashmir",Srinagar,Parimpore,Banana,Other,Medium,24/09/2025,3100,3700,3400
"Jammu and Kashmir",Srinagar,Parimpore,Brinjal,Other,FAQ,24/09/2025,1700,2000,1850
"Jammu and Kashmir",Srinagar,Parimpore,Capsicum,Other,FAQ,24/09/2025,4500,5000,4750
"Jammu and Kashmir",Srinagar,Parimpore,Cauliflower,Other,FAQ,24/09/2025,2500,3000,2750
"Jammu and Kashmir",Srinagar,Parimpore,Ginger(Green),Other,FAQ,24/09/2025,8000,9000,8500
"Jammu and Kashmir",Srinagar,Parimpore,Papaya,Other,Large,24/09/2025,3500,4000,3750
"Jammu and Kashmir",Udhampur,Udhampur,Banana,"Banana - Ripe",Medium,24/09/2025,4200,4600,4400
"Jammu and Kashmir",Udhampur,Udhampur,"Bhindi(Ladies Finger)",Other,FAQ,24/09/2025,1500,1800,1650
"Jammu and Kashmir",Udhampur,Udhampur,"Bitter gourd","Bitter Gourd",FAQ,24/09/2025,3000,3500,3250
"Jammu and Kashmir",Udhampur,Udhampur,Cauliflower,Other,FAQ,24/09/2025,4000,5000,4500
"Jammu and Kashmir",Udhampur,Udhampur,"Indian Beans (Seam)",Other,FAQ,24/09/2025,5000,6000,5500
"Jammu and Kashmir",Udhampur,Udhampur,Raddish,Other,FAQ,24/09/2025,1000,1500,1250
Karnataka,Bangalore,Channapatana,Brinjal,Brinjal,Local,24/09/2025,600,1000,800
Karnataka,Bangalore,Channapatana,Cucumbar(Kheera),Cucumbar,Local,24/09/2025,800,1400,1200
Karnataka,Bangalore,Channapatana,"Green Chilli","Green Chilly",Local,24/09/2025,3000,3500,3300
Karnataka,Bangalore,Ramanagara,"Bitter gourd","Bitter Gourd",Local,24/09/2025,1800,2400,2200
Karnataka,Bangalore,Ramanagara,Brinjal,Brinjal,Local,24/09/2025,800,1600,1200
Karnataka,Bangalore,Ramanagara,"Chilly Capsicum","Chilly Capsicum",Local,24/09/2025,2400,3200,2800
Karnataka,Bangalore,Ramanagara,Drumstick,Drumstick,Local,24/09/2025,10000,11000,10500
Karnataka,Bangalore,Ramanagara,Ginger(Green),"Green Ginger",Local,24/09/2025,3000,5500,4400
Karnataka,Chamrajnagar,"Chamaraj Nagar",Brinjal,Round/Long,Local,24/09/2025,1500,2000,1750
Karnataka,Chamrajnagar,"Chamaraj Nagar",Raddish,Raddish,Local,24/09/2025,2000,2500,2300
Karnataka,Chamrajnagar,"Chamaraj Nagar","Tender Coconut","Tender Coconut",Local,24/09/2025,20000,24000,21500
Karnataka,Dharwad,Kalagategi,Paddy(Dhan)(Common),Paddy,Local,24/09/2025,2350,2350,2350
Kerala,Alappuzha,Chengannur,Beetroot,Beetroot,FAQ,24/09/2025,2800,3200,3000
Kerala,Alappuzha,Chengannur,Colacasia,Other,FAQ,24/09/2025,6000,6500,6200
Kerala,Alappuzha,Chengannur,Garlic,Other,FAQ,24/09/2025,0,0,10000
Kerala,Alappuzha,Chengannur,Onion,Onion,FAQ,24/09/2025,2100,2400,2200
Kerala,Alappuzha,Chengannur,Onion,Small,FAQ,24/09/2025,4000,4300,4100
Kerala,Alappuzha,Cherthala,Ashgourd,Other,FAQ,24/09/2025,3200,3400,3300
Kerala,Alappuzha,Cherthala,Beetroot,Other,FAQ,24/09/2025,4000,4200,4100
Kerala,Alappuzha,Cherthala,"Bhindi(Ladies Finger)",Bhindi,FAQ,24/09/2025,6000,6200,6100
Kerala,Alappuzha,Harippad,Banana,"Nendra Bale",Medium,24/09/2025,4500,5000,4500
Kerala,Alappuzha,Harippad,"Bitter gourd",Other,FAQ,24/09/2025,5000,5500,5000
Kerala,Alappuzha,Harippad,Cabbage,Other,FAQ,24/09/2025,4000,4500,4000
Kerala,Alappuzha,Harippad,Cauliflower,Other,FAQ,24/09/2025,4000,4500,4000
Kerala,Alappuzha,Mannar,Ashgourd,Other,FAQ,24/09/2025,2000,2200,2100
Kerala,Alappuzha,Mannar,"Bhindi(Ladies Finger)",Other,FAQ,24/09/2025,4000,4200,4100
Kerala,Alappuzha,Mannar,Cucumbar(Kheera),Cucumbar,FAQ,24/09/2025,2000,2200,2100
Kerala,Ernakulam,"North Paravur",Brinjal,"Arkasheela Mattigulla",FAQ,24/09/2025,3500,4500,4000
Kerala,Ernakulam,"North Paravur",Capsicum,Capsicum,FAQ,24/09/2025,6000,7000,6500
Kerala,Ernakulam,"North Paravur",Coconut,Big,FAQ,24/09/2025,7500,8000,7800
Kerala,Ernakulam,"North Paravur",Cucumbar(Kheera),Cucumbar,FAQ,24/09/2025,3800,4500,4000
Kerala,Ernakulam,"North Paravur",Ginger(Green),"Green Ginger",FAQ,24/09/2025,7500,8000,7800
Kerala,Ernakulam,"North Paravur","Indian Beans (Seam)","Indian Beans (Seam)",FAQ,24/09/2025,3500,4000,3800
Kerala,Ernakulam,"North Paravur","Little gourd (Kundru)","Little gourd (Kundru)",FAQ,24/09/2025,5000,6000,5500
Kerala,Ernakulam,"North Paravur",Potato,"(Red Nanital)",FAQ,24/09/2025,4000,5000,4500
Kerala,Ernakulam,Perumbavoor,Ashgourd,Ashgourd,FAQ,24/09/2025,1800,2800,2200
Kerala,Ernakulam,Perumbavoor,"Banana - Green","Banana - Green",FAQ,24/09/2025,2300,3300,2700
Kerala,Ernakulam,Perumbavoor,Beetroot,Beetroot,FAQ,24/09/2025,2400,3400,2800
Kerala,Ernakulam,Perumbavoor,"Bitter gourd","Bitter Gourd",FAQ,24/09/2025,3200,4200,3700
Kerala,Ernakulam,Perumbavoor,Carrot,Carrot,FAQ,24/09/2025,7300,8300,7800
Kerala,Ernakulam,Perumbavoor,Cucumbar(Kheera),Cucumbar,FAQ,24/09/2025,1800,2800,2200
Kerala,Ernakulam,Perumbavoor,Potato,Potato,FAQ,24/09/2025,3000,4000,3500
Kerala,Ernakulam,Perumbavoor,Snakeguard,Snakeguard,FAQ,24/09/2025,2500,3500,3000
Kerala,Ernakulam,Perumbavoor,Tomato,Tomato,FAQ,24/09/2025,2800,3800,3200
Kerala,Ernakulam,Thrippunithura,Amphophalus,Amphophalus,FAQ,24/09/2025,4600,6000,4800
Kerala,Ernakulam,Thrippunithura,"Bitter gourd","Bitter Gourd",FAQ,24/09/2025,4400,5500,4600
Kerala,Ernakulam,Thrippunithura,Cabbage,Cabbage,FAQ,24/09/2025,4400,6000,4600
Kerala,Ernakulam,Thrippunithura,Lemon,Other,FAQ,24/09/2025,6500,10000,7000
Kerala,Ernakulam,Thrippunithura,"Mango (Raw-Ripe)","Mango - Raw-Ripe",FAQ,24/09/2025,8000,9000,8200
Kerala,Ernakulam,Thrippunithura,Snakeguard,Snakeguard,FAQ,24/09/2025,4000,5000,4200
Kerala,Kannur,Kannur,"Banana - Green",Other,FAQ,24/09/2025,4000,4500,4200
Kerala,Kannur,Kannur,"Bitter gourd","Bitter Gourd",FAQ,24/09/2025,3800,4400,4200
Kerala,Kannur,Kannur,Cowpea(Veg),"Cowpea (Veg)",FAQ,24/09/2025,3500,3900,3700
Kerala,Kasargod,Neeleswaram,"Bhindi(Ladies Finger)",Bhindi,FAQ,24/09/2025,4800,5200,5000
Kerala,Kasargod,Neeleswaram,Ridgeguard(Tori),Other,FAQ,24/09/2025,3400,3600,3500
Kerala,Kollam,Sasthamkotta,Banana,"Nendra Bale",Medium,24/09/2025,4000,4500,4200
Kerala,Kollam,Sasthamkotta,Banana,Robusta,Medium,24/09/2025,2000,2400,2200
Kerala,Kollam,Sasthamkotta,Brinjal,Other,FAQ,24/09/2025,3000,3500,3200
Kerala,Kollam,Sasthamkotta,Snakeguard,Other,FAQ,24/09/2025,2000,2400,2200
Kerala,Kottayam,"Kattampak  VFPCK",Pumpkin,Pumpkin,FAQ,24/09/2025,2200,2500,2400
Kerala,Kottayam,Kuruppanthura,Brinjal,Brinjal,FAQ,24/09/2025,4800,6000,5000
Kerala,Kottayam,Kuruppanthura,"Little gourd (Kundru)",Other,FAQ,24/09/2025,4400,6000,5000
Kerala,Kottayam,Pampady,Amaranthus,Amaranthus,FAQ,24/09/2025,3000,4500,4000
Kerala,Kottayam,Pampady,Ashgourd,Other,FAQ,24/09/2025,2500,3500,3000
Kerala,Kottayam,Pampady,Banana,Medium,Medium,24/09/2025,6500,7500,7000
Kerala,Kottayam,Pampady,"Banana - Green","Banana - Green",FAQ,24/09/2025,3500,4500,4000
Kerala,Kottayam,Pampady,"Bitter gourd","Bitter Gourd",FAQ,24/09/2025,3000,4000,3500
Kerala,Kottayam,Pampady,Cucumbar(Kheera),Other,FAQ,24/09/2025,3000,4500,4000
Kerala,Kottayam,Pampady,"Indian Beans (Seam)",Other,FAQ,24/09/2025,3300,5000,4500
Kerala,Kottayam,Pampady,"Mango (Raw-Ripe)",Other,FAQ,24/09/2025,7500,9000,8500
Kerala,Kottayam,Pampady,Snakeguard,Other,FAQ,24/09/2025,3300,4600,4000
Kerala,Kottayam,Pampady,Tomato,Other,FAQ,24/09/2025,2900,4000,3000
Kerala,Kozhikode(Calicut),Mukkom,Amphophalus,Amphophalus,FAQ,24/09/2025,6000,6400,6200
Kerala,Kozhikode(Calicut),Mukkom,Drumstick,Drumstick,FAQ,24/09/2025,8800,9200,9000
Kerala,Kozhikode(Calicut),Mukkom,"Green Chilli","Green Chilly",FAQ,24/09/2025,6000,6400,6200
Kerala,Kozhikode(Calicut),Mukkom,Pumpkin,Pumpkin,FAQ,24/09/2025,2400,2800,2600
Kerala,Kozhikode(Calicut),Mukkom,Tomato,Tomato,FAQ,24/09/2025,3000,3300,3100
Kerala,Kozhikode(Calicut),Palayam,Amaranthus,Other,FAQ,24/09/2025,2200,2200,2200
Kerala,Kozhikode(Calicut),Palayam,"Bhindi(Ladies Finger)",Other,FAQ,24/09/2025,2200,2200,2200
Kerala,Kozhikode(Calicut),Palayam,Brinjal,Other,FAQ,24/09/2025,2100,2100,2100
Kerala,Kozhikode(Calicut),Palayam,Ginger(Green),Other,FAQ,24/09/2025,4800,5000,4800
Kerala,Kozhikode(Calicut),Palayam,"Green Chilli",Other,FAQ,24/09/2025,4200,4200,4200
Kerala,Kozhikode(Calicut),Palayam,Raddish,Other,FAQ,24/09/2025,2300,2300,2300
Kerala,Kozhikode(Calicut),Perambra,Amaranthus,Amaranthus,FAQ,24/09/2025,3200,3800,3500
Kerala,Kozhikode(Calicut),Perambra,Amphophalus,Amphophalus,FAQ,24/09/2025,4800,5000,5000
Kerala,Kozhikode(Calicut),Perambra,Ashgourd,Other,FAQ,24/09/2025,2000,2000,2000
Kerala,Kozhikode(Calicut),Perambra,Beetroot,Other,FAQ,24/09/2025,2500,3000,2800
Kerala,Kozhikode(Calicut),Perambra,"Bitter gourd",Other,FAQ,24/09/2025,4500,5500,5000
Kerala,Kozhikode(Calicut),Perambra,Brinjal,Other,FAQ,24/09/2025,3000,3500,3000
Kerala,Kozhikode(Calicut),Quilandy,"Bottle gourd",Other,FAQ,24/09/2025,3000,3200,3200
Kerala,Kozhikode(Calicut),Quilandy,"Cluster beans",Other,FAQ,24/09/2025,3800,4200,4000
Kerala,Kozhikode(Calicut),Quilandy,Cowpea(Veg),Other,FAQ,24/09/2025,3300,3600,3500
Kerala,Kozhikode(Calicut),Quilandy,Cucumbar(Kheera),Other,FAQ,24/09/2025,3600,3900,3800
Kerala,Kozhikode(Calicut),Quilandy,"French Beans (Frasbean)",Other,FAQ,24/09/2025,4200,4500,4400
Kerala,Kozhikode(Calicut),Vengeri(Kozhikode),Ashgourd,Ashgourd,FAQ,24/09/2025,1300,1600,1600
Kerala,Kozhikode(Calicut),Vengeri(Kozhikode),"Bhindi(Ladies Finger)",Bhindi,FAQ,24/09/2025,2200,2500,2500
Kerala,Kozhikode(Calicut),Vengeri(Kozhikode),"Bitter gourd","Bitter Gourd",FAQ,24/09/2025,3500,3800,3800
Kerala,Kozhikode(Calicut),Vengeri(Kozhikode),"Bottle gourd","Bottle Gourd",FAQ,24/09/2025,1600,1900,1900
Kerala,Kozhikode(Calicut),Vengeri(Kozhikode),Ginger(Green),"Green Ginger",FAQ,24/09/2025,5500,5800,5800
Kerala,Malappuram,Kottakkal,"Bottle gourd",Other,FAQ,24/09/2025,1600,1800,1700
Kerala,Malappuram,Kottakkal,Ginger(Green),Other,FAQ,24/09/2025,5300,5500,5400
Kerala,Malappuram,Kottakkal,Grapes,Black,Large,24/09/2025,4800,5000,4900
Kerala,Malappuram,Kottakkal,Guava,Banarasi,Large,24/09/2025,3300,3500,3400
Kerala,Malappuram,Kottakkal,Mango,Amrapali,Large,24/09/2025,10800,11000,10900
Kerala,Palakad,Koduvayoor,Banana,Poovan,Medium,24/09/2025,3400,3800,3600
Kerala,Palakad,Koduvayoor,Cabbage,Other,FAQ,24/09/2025,2200,2600,2400
Kerala,Palakad,Koduvayoor,"Cluster beans",Other,FAQ,24/09/2025,4000,4400,4200
Kerala,Palakad,Koduvayoor,"Green Avare (W)",Other,FAQ,24/09/2025,5000,5400,5200
Kerala,Palakad,Koduvayoor,Mango,Other,Medium,24/09/2025,5500,5900,5700
Kerala,Palakad,Koduvayoor,Onion,Big,FAQ,24/09/2025,2400,2800,2600
Kerala,Pathanamthitta,Kuttoor,Ashgourd,Ashgourd,FAQ,24/09/2025,4600,5000,4800
Kerala,Pathanamthitta,Kuttoor,Banana,Palayamthodan,Large,24/09/2025,3400,3800,3600
Kerala,Pathanamthitta,Kuttoor,"Bitter gourd","Bitter Gourd",FAQ,24/09/2025,9100,9500,9300
Kerala,Pathanamthitta,Kuttoor,Brinjal,Brinjal,FAQ,24/09/2025,4600,5000,4800
Kerala,Pathanamthitta,Kuttoor,"Coconut Oil","Copra Oil",FAQ,24/09/2025,50000,54000,52000
Kerala,Pathanamthitta,Kuttoor,Rubber,Other,FAQ,24/09/2025,18200,18600,18400
Kerala,Pathanamthitta,Kuttoor,Snakeguard,Other,FAQ,24/09/2025,4600,5000,4800
Kerala,Thirssur,Chavakkad,Banana,Poovan,Medium,24/09/2025,5000,6000,6000
Kerala,Thirssur,Chavakkad,Banana,Robusta,Medium,24/09/2025,2600,3500,3500
Kerala,Thirssur,"Pariyaram VFPCK",Ashgourd,Ashgourd,FAQ,24/09/2025,2000,4300,2720
Kerala,Thirssur,"Pariyaram VFPCK",Banana,Poovan,Medium,24/09/2025,2500,4500,4214
Kerala,Thiruvananthapuram,Chala,Apple,Other,Medium,24/09/2025,14000,14000,14000
Kerala,Thiruvananthapuram,Chala,Banana,Palayamthodan,Medium,24/09/2025,3000,3000,3000
Kerala,Thiruvananthapuram,Chala,Banana,Robusta,Medium,24/09/2025,2500,2500,2500
Kerala,Thiruvananthapuram,Chala,Cauliflower,Other,FAQ,24/09/2025,5000,5000,5000
Kerala,Thiruvananthapuram,Chala,"Cluster beans",Other,FAQ,24/09/2025,3200,3200,3200
Kerala,Thiruvananthapuram,Chala,Colacasia,Other,FAQ,24/09/2025,8000,8000,8000
Kerala,Thiruvananthapuram,Chala,Drumstick,Other,FAQ,24/09/2025,6500,6500,6500
Kerala,Thiruvananthapuram,Chala,Grapes,Green,Large,24/09/2025,10000,10000,10000
Kerala,Thiruvananthapuram,Chala,Grapes,Other,Medium,24/09/2025,10000,10000,10000
Kerala,Thiruvananthapuram,Chala,Onion,Onion,FAQ,24/09/2025,4700,4700,4700
Kerala,Thiruvananthapuram,Chala,Pineapple,Other,Medium,24/09/2025,4800,4800,4800
